TRANSACTION_DATE;SETTLEMENT_DATE;MONEY_RELEASE_DATE;SOURCE_ID;PAYMENT_METHOD_TYPE;TRANSACTION_TYPE;TRANSACTION_AMOUNT;BUSINESS_UNIT;SUB_UNIT;PAYMENT_METHOD;TAX_DETAIL;STORE_ID;PAY_BANK_TRANSFER_ID;USER_ID;TRANSACTION_CURRENCY
2026-01-29T23:54:54.000-04:00;2026-01-29T23:54:54.000-04:00;2026-01-29T23:54:54.000-04:00;143381603269;available_money;SETTLEMENT;-47740.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-29T23:36:17.000-04:00;2026-01-29T23:36:17.000-04:00;;1739209580549;;SETTLEMENT;2234.62;;;;;;;75592789;ARS
2026-01-29T19:25:01.000-04:00;2026-01-29T19:25:02.000-04:00;2026-02-22T18:30:20.000-04:00;143356653551;available_money;SETTLEMENT;-7260.00;Mercado Pago;Checkouts;available_money;;;;75592789;ARS
2026-01-27T18:01:55.000-04:00;2026-01-29T18:44:17.000-04:00;2026-01-29T18:44:17.000-04:00;143755334124;available_money;SETTLEMENT;-35403.25;;;available_money;;;;75592789;ARS
2026-01-29T15:20:52.000-04:00;2026-01-29T15:21:11.000-04:00;2026-01-29T15:20:52.000-04:00;143325579931;available_money;REFUND;2350.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-29T15:20:52.000-04:00;2026-01-29T15:20:52.000-04:00;2026-01-29T15:20:52.000-04:00;143325579931;available_money;SETTLEMENT;-2350.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-29T15:20:01.000-04:00;2026-01-29T15:20:02.000-04:00;2026-01-29T15:20:01.000-04:00;144002930266;available_money;SETTLEMENT;-2150.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-29T10:37:56.000-04:00;2026-01-29T10:37:56.000-04:00;2026-02-16T09:41:11.000-04:00;143969361530;available_money;SETTLEMENT;-9800.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-29T07:51:44.000-04:00;2026-01-29T07:51:44.000-04:00;2026-01-29T07:51:44.000-04:00;143950465186;bank_transfer;SETTLEMENT;1000000.00;;;cvu;;;121713860652;75592789;ARS
2026-01-29T01:18:13.000-04:00;2026-01-29T01:18:13.000-04:00;;1739156326201;;SETTLEMENT;1540.16;;;;;;;75592789;ARS
2026-01-28T16:09:27.000-04:00;2026-01-28T16:09:27.000-04:00;2026-01-28T16:09:27.000-04:00;143197757931;available_money;SETTLEMENT;-145400.00;;;available_money;;;;75592789;ARS
2026-01-27T23:57:15.000-04:00;2026-01-27T23:57:15.000-04:00;;1739093859742;;SETTLEMENT;1683.53;;;;;;;75592789;ARS
2026-01-27T00:22:57.000-04:00;2026-01-27T00:22:57.000-04:00;;1739033481641;;SETTLEMENT;1869.18;;;;;;;75592789;ARS
2026-01-26T00:04:00.000-04:00;2026-01-26T00:04:00.000-04:00;;1738964556613;;SETTLEMENT;6488.18;;;;;;;75592789;ARS
2026-01-20T07:43:22.000-04:00;2026-01-25T21:02:04.000-04:00;2026-01-25T21:02:04.000-04:00;142772078256;available_money;SETTLEMENT;-3633.00;;;available_money;;;;75592789;ARS
2026-01-20T14:07:24.000-04:00;2026-01-25T18:36:56.000-04:00;2026-01-25T18:36:56.000-04:00;142149419979;available_money;SETTLEMENT;-5170.00;;;available_money;;;;75592789;ARS
2026-01-25T14:28:35.000-04:00;2026-01-25T14:28:36.000-04:00;2026-01-25T14:28:36.000-04:00;143477217796;available_money;SETTLEMENT;-158895.00;;;available_money;;;;75592789;ARS
2026-01-25T14:26:53.000-04:00;2026-01-25T14:26:53.000-04:00;2026-01-25T14:26:53.000-04:00;142803022267;available_money;SETTLEMENT;-6700.00;;;available_money;;;;75592789;ARS
2026-01-24T14:43:36.000-04:00;2026-01-24T14:43:36.000-04:00;2026-01-24T14:43:36.000-04:00;143368317244;available_money;SETTLEMENT;-37766.67;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-24T13:51:52.000-04:00;2026-01-24T13:51:53.000-04:00;2026-01-24T13:51:53.000-04:00;142689221577;available_money;SETTLEMENT;-58000.00;;;available_money;;;;75592789;ARS
2026-01-24T11:12:00.000-04:00;2026-01-24T11:12:01.000-04:00;2026-01-24T11:12:00.000-04:00;142668639575;available_money;SETTLEMENT;-10500.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-24T11:07:26.000-04:00;2026-01-24T11:07:26.000-04:00;2026-01-24T11:07:26.000-04:00;142668114637;available_money;SETTLEMENT;-16200.00;;;available_money;;;;75592789;ARS
2026-01-24T11:07:07.000-04:00;2026-01-24T11:07:07.000-04:00;;143340675188;;TAX_PAYMENT_IIBB_CRE_CABA;-26666.01;;;;;;;75592789;ARS
2026-01-22T07:31:04.000-04:00;2026-01-24T06:04:50.000-04:00;2026-01-24T06:04:50.000-04:00;143050287020;available_money;SETTLEMENT;-3876.00;;;available_money;;;;75592789;ARS
2026-01-19T13:58:05.000-04:00;2026-01-24T02:08:31.000-04:00;2026-01-24T02:08:31.000-04:00;142011819253;available_money;SETTLEMENT;-5227.00;;;available_money;;;;75592789;ARS
2026-01-19T12:14:27.000-04:00;2026-01-24T01:52:39.000-04:00;2026-01-24T01:52:39.000-04:00;142669288948;available_money;SETTLEMENT;-82.65;;;available_money;;;;75592789;ARS
2026-01-22T13:59:39.000-04:00;2026-01-24T00:52:24.000-04:00;2026-01-24T00:52:24.000-04:00;143096533578;available_money;SETTLEMENT;-4820.00;;;available_money;;;;75592789;ARS
2026-01-23T00:03:21.000-04:00;2026-01-23T00:03:21.000-04:00;;1738904669075;;SETTLEMENT;2341.98;;;;;;;75592789;ARS
2026-01-22T20:03:41.000-04:00;2026-01-22T20:03:42.000-04:00;2026-01-22T20:03:41.000-04:00;143142191734;available_money;SETTLEMENT;-17000.00;;;available_money;;;;75592789;ARS
2026-01-22T19:10:45.000-04:00;2026-01-22T19:10:45.000-04:00;2026-01-22T19:10:45.000-04:00;143135141496;available_money;SETTLEMENT;-2100.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-22T10:09:44.000-04:00;2026-01-22T10:09:45.000-04:00;2026-02-09T09:15:45.000-04:00;142395286029;available_money;SETTLEMENT;-11950.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-19T11:55:56.000-04:00;2026-01-22T08:15:40.000-04:00;2026-01-22T08:15:39.000-04:00;142666612486;available_money;SETTLEMENT;-4123.00;;;available_money;;;;75592789;ARS
2026-01-21T23:39:59.000-04:00;2026-01-21T23:39:59.000-04:00;;1738844980852;;SETTLEMENT;2346.29;;;;;;;75592789;ARS
2026-01-20T23:45:44.000-04:00;2026-01-20T23:45:44.000-04:00;;1738785554797;;SETTLEMENT;2275.97;;;;;;;75592789;ARS
2026-01-20T19:03:59.000-04:00;2026-01-20T19:03:59.000-04:00;2026-01-20T19:03:59.000-04:00;142858584838;available_money;SETTLEMENT;-6605.00;;;available_money;;;;75592789;ARS
2026-01-20T08:30:15.000-04:00;2026-01-20T08:30:16.000-04:00;2026-02-07T07:39:03.000-04:00;142776487236;available_money;SETTLEMENT;-3585.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-19T23:37:30.000-04:00;2026-01-19T23:37:30.000-04:00;;1738724221732;;SETTLEMENT;3243.05;;;;;;;75592789;ARS
2026-01-19T19:13:02.000-04:00;2026-01-19T19:13:02.000-04:00;2026-01-19T19:13:02.000-04:00;142720505710;available_money;SETTLEMENT;-466849.91;;;available_money;;;;75592789;ARS
2026-01-19T11:54:01.000-04:00;2026-01-19T11:54:02.000-04:00;2026-02-06T11:00:13.000-04:00;142666281116;available_money;SETTLEMENT;-3585.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-18T23:53:22.000-04:00;2026-01-18T23:53:22.000-04:00;;1738658357215;;SETTLEMENT;10476.47;;;;;;;75592789;ARS
2026-01-18T17:31:12.000-04:00;2026-01-18T17:31:15.000-04:00;2026-01-18T17:31:15.000-04:00;141907232423;available_money;SETTLEMENT;-107074.65;Mercado Pago;Wallet;available_money;;;;75592789;ARS
2026-01-18T13:28:42.000-04:00;2026-01-18T13:28:43.000-04:00;2026-01-18T13:28:42.000-04:00;142554441074;available_money;SETTLEMENT;-4088.70;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-18T09:09:04.000-04:00;2026-01-18T09:09:04.000-04:00;2026-01-18T09:09:04.000-04:00;141860034053;available_money;SETTLEMENT;-149502.00;;;available_money;;;;75592789;ARS
2026-01-18T09:08:19.000-04:00;2026-01-18T09:08:19.000-04:00;2026-01-18T09:08:19.000-04:00;141860074853;available_money;SETTLEMENT;-15400.00;;;available_money;;;;75592789;ARS
2026-01-17T12:10:23.000-04:00;2026-01-17T12:20:45.000-04:00;2026-01-20T11:20:29.000-04:00;141762560021;available_money;REFUND;7180.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-17T12:10:23.000-04:00;2026-01-17T12:10:24.000-04:00;2026-01-20T11:20:29.000-04:00;141762560021;available_money;SETTLEMENT;-13464.75;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-16T00:59:09.000-04:00;2026-01-16T00:59:09.000-04:00;;1738598125009;;SETTLEMENT;3512.31;;;;;;;75592789;ARS
2026-01-15T18:35:21.000-04:00;2026-01-15T18:35:21.000-04:00;2026-01-15T18:35:21.000-04:00;142198324698;available_money;SETTLEMENT;-11000.00;;;available_money;;;;75592789;ARS
2026-01-15T00:28:27.000-04:00;2026-01-15T00:28:27.000-04:00;;1738540883613;;SETTLEMENT;3644.78;;;;;;;75592789;ARS
2026-01-13T23:59:40.000-04:00;2026-01-13T23:59:40.000-04:00;;1738477392283;;SETTLEMENT;3827.59;;;;;;;75592789;ARS
2026-01-10T18:03:44.000-04:00;2026-01-13T18:20:18.000-04:00;2026-01-12T20:51:02.000-04:00;141519702230;available_money;REFUND;2747.35;;;available_money;;;;75592789;ARS
2026-01-13T15:54:50.000-04:00;2026-01-13T15:54:51.000-04:00;2026-01-13T15:54:51.000-04:00;141891685716;available_money;SETTLEMENT;-44100.00;;;available_money;;;;75592789;ARS
2026-01-13T13:18:55.000-04:00;2026-01-13T13:18:55.000-04:00;2026-01-13T13:18:55.000-04:00;141212660111;available_money;SETTLEMENT;-1282374.48;;;available_money;;;;75592789;ARS
2026-01-13T09:34:46.000-04:00;2026-01-13T09:34:46.000-04:00;2026-01-31T08:35:50.000-04:00;141845191310;available_money;SETTLEMENT;-2940.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-10T18:43:06.000-04:00;2026-01-13T08:42:15.000-04:00;2026-01-13T08:42:15.000-04:00;140865415709;available_money;SETTLEMENT;-1000.00;;;available_money;;;;75592789;ARS
2026-01-13T08:19:06.000-04:00;2026-01-13T08:19:07.000-04:00;2026-01-13T08:19:07.000-04:00;141174634435;bank_transfer;SETTLEMENT;2700000.00;;;cvu;;;121272717553;75592789;ARS
2026-01-13T00:54:47.000-04:00;2026-01-13T00:54:47.000-04:00;;1738420356218;;SETTLEMENT;2292.77;;;;;;;75592789;ARS
2026-01-10T18:03:44.000-04:00;2026-01-12T20:51:03.000-04:00;2026-01-12T20:51:02.000-04:00;141519702230;available_money;SETTLEMENT;-54202.00;;;available_money;;;;75592789;ARS
2026-01-10T16:37:09.000-04:00;2026-01-12T19:58:17.000-04:00;2026-01-12T19:58:17.000-04:00;140848450921;available_money;SETTLEMENT;-34920.01;;;available_money;;;;75592789;ARS
2026-01-10T12:49:07.000-04:00;2026-01-12T17:50:32.000-04:00;2026-01-12T17:50:32.000-04:00;141481160598;available_money;SETTLEMENT;-77747.30;;;available_money;;;;75592789;ARS
2026-01-12T12:07:23.000-04:00;2026-01-12T12:07:24.000-04:00;2026-01-12T12:07:24.000-04:00;141723904470;available_money;SETTLEMENT;-200000.00;;;available_money;;;;75592789;ARS
2026-01-12T11:58:24.000-04:00;2026-01-12T11:58:24.000-04:00;2026-01-12T11:58:24.000-04:00;141722471160;bank_transfer;SETTLEMENT;751.07;;;cvu;;;121252894627;75592789;ARS
2026-01-12T11:57:54.000-04:00;2026-01-12T11:57:54.000-04:00;2026-01-12T11:57:54.000-04:00;141722464386;bank_transfer;SETTLEMENT;3095944.93;;;cvu;;;121303437380;75592789;ARS
2026-01-12T11:28:10.000-04:00;2026-01-12T11:28:20.000-04:00;2026-01-12T11:28:13.000-04:00;141057022307;available_money;SETTLEMENT;-34036.97;Mercado Pago;Wallet;available_money;;;;75592789;ARS
2026-01-12T01:01:52.000-04:00;2026-01-12T01:01:52.000-04:00;;1738350967124;;SETTLEMENT;2071.41;;;;;;;75592789;ARS
2026-01-09T06:22:39.000-04:00;2026-01-11T22:13:24.000-04:00;2026-01-11T22:13:24.000-04:00;141295791948;available_money;SETTLEMENT;-5490.00;;;available_money;;;;75592789;ARS
2026-01-11T16:10:47.000-04:00;2026-01-11T16:10:48.000-04:00;2026-01-11T16:10:48.000-04:00;141619422012;available_money;SETTLEMENT;-22100.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-11T08:40:55.000-04:00;2026-01-11T08:40:56.000-04:00;2026-01-11T08:40:56.000-04:00;141575678966;available_money;SETTLEMENT;-149502.00;;;available_money;;;;75592789;ARS
2026-01-11T08:39:57.000-04:00;2026-01-11T08:39:58.000-04:00;2026-01-11T08:39:57.000-04:00;140915725199;available_money;SETTLEMENT;-16800.00;;;available_money;;;;75592789;ARS
2026-01-09T05:27:39.000-04:00;2026-01-10T21:43:16.000-04:00;2026-01-10T21:43:16.000-04:00;140633249057;available_money;SETTLEMENT;-14700.00;;;available_money;;;;75592789;ARS
2026-01-08T19:15:18.000-04:00;2026-01-09T23:36:25.000-04:00;2026-01-09T23:36:25.000-04:00;140587781693;available_money;SETTLEMENT;-750.00;;;available_money;;;;75592789;ARS
2026-01-08T18:31:32.000-04:00;2026-01-09T20:15:07.000-04:00;2026-01-09T20:15:07.000-04:00;141239408624;available_money;SETTLEMENT;-55010.25;;;available_money;;;;75592789;ARS
2026-01-09T12:06:11.000-04:00;2026-01-09T12:06:11.000-04:00;2026-01-09T12:06:11.000-04:00;140678118677;available_money;SETTLEMENT;-164709.00;;;available_money;;;;75592789;ARS
2026-01-09T10:44:38.000-04:00;2026-01-09T10:44:38.000-04:00;2026-01-09T10:44:38.000-04:00;141324207090;bank_transfer;SETTLEMENT;900000.00;;;cvu;;;121223112574;75592789;ARS
2026-01-09T07:53:28.000-04:00;2026-01-09T07:53:29.000-04:00;2026-01-09T07:53:29.000-04:00;141302453308;available_money;SETTLEMENT;46300.00;;;available_money;;;;75592789;ARS
2026-01-09T07:42:48.000-04:00;2026-01-09T07:42:49.000-04:00;2026-01-09T07:42:49.000-04:00;140642513671;available_money;SETTLEMENT;46300.00;;;available_money;;;;75592789;ARS
2026-01-08T23:42:14.000-04:00;2026-01-08T23:42:14.000-04:00;;1738286951447;;SETTLEMENT;263.20;;;;;;;75592789;ARS
2026-01-08T22:10:36.000-04:00;2026-01-08T22:10:37.000-04:00;2026-01-08T22:10:37.000-04:00;140608596441;available_money;SETTLEMENT;46300.00;;;available_money;;;;75592789;ARS
2026-01-08T22:04:48.000-04:00;2026-01-08T22:04:49.000-04:00;2026-01-08T22:04:49.000-04:00;140608145117;available_money;SETTLEMENT;46300.00;;;available_money;;;;75592789;ARS
2026-01-08T21:52:50.000-04:00;2026-01-08T21:52:51.000-04:00;2026-01-08T21:52:51.000-04:00;141265305150;available_money;SETTLEMENT;46300.00;;;available_money;;;;75592789;ARS
2026-01-08T16:02:44.000-04:00;2026-01-08T16:02:44.000-04:00;2026-02-12T15:07:27.000-04:00;140559479547;available_money;SETTLEMENT;-29545.74;Mercado Pago;Link;available_money;;;;75592789;ARS
2026-01-08T13:35:49.000-04:00;2026-01-08T13:35:50.000-04:00;2026-01-08T13:35:50.000-04:00;140541817161;available_money;SETTLEMENT;-12426.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-08T09:31:36.000-04:00;2026-01-08T09:31:37.000-04:00;2026-01-26T08:37:38.000-04:00;141163331734;available_money;SETTLEMENT;-3585.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-07T23:42:56.000-04:00;2026-01-07T23:42:56.000-04:00;;1738226700311;;SETTLEMENT;320.89;;;;;;;75592789;ARS
2026-01-07T19:17:20.000-04:00;2026-01-07T19:17:23.000-04:00;2026-01-15T18:25:35.000-04:00;140442003223;available_money;SETTLEMENT;-12434.16;Mercado Pago;Wallet;available_money;;;;75592789;ARS
2026-01-06T23:51:48.000-04:00;2026-01-06T23:51:48.000-04:00;;1738167120121;;SETTLEMENT;489.91;;;;;;;75592789;ARS
2026-01-06T12:15:20.000-04:00;2026-01-06T12:15:21.000-04:00;2026-01-24T11:21:24.000-04:00;140892575178;available_money;SETTLEMENT;-645.00;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-02T00:35:44.000-04:00;2026-01-06T09:41:19.000-04:00;2026-01-06T09:41:19.000-04:00;140342801856;available_money;SETTLEMENT;-4350.45;;;available_money;iibb_caba;;;75592789;ARS
2026-01-06T08:12:17.000-04:00;2026-01-06T08:12:18.000-04:00;2026-01-06T08:12:18.000-04:00;140860070566;available_money;SETTLEMENT;-819945.24;;;available_money;;;;75592789;ARS
2026-01-06T08:11:52.000-04:00;2026-01-06T08:12:00.000-04:00;2026-01-15T15:56:26.000-04:00;140208712679;available_money;SETTLEMENT;-43388.36;Mercado Libre;;available_money;;;;75592789;ARS
2026-01-02T05:41:38.000-04:00;2026-01-06T08:10:34.000-04:00;2026-01-06T08:10:34.000-04:00;140358011320;available_money;SETTLEMENT;-4350.45;;;available_money;iibb_caba;;;75592789;ARS
2026-01-05T23:39:13.000-04:00;2026-01-05T23:39:13.000-04:00;;1738106422419;;SETTLEMENT;1010.19;;;;;;;75592789;ARS
2026-01-05T19:18:16.000-04:00;2026-01-05T19:18:17.000-04:00;2026-01-05T19:18:17.000-04:00;140153422911;available_money;SETTLEMENT;-196.95;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-05T19:16:42.000-04:00;2026-01-05T19:16:43.000-04:00;2026-01-05T19:16:43.000-04:00;140804180536;available_money;SETTLEMENT;-45.75;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-05T17:31:06.000-04:00;2026-01-05T17:31:06.000-04:00;2026-01-08T16:39:20.000-04:00;140788754244;available_money;SETTLEMENT;-15091.06;Mercado Pago;Checkout Pro;available_money;;;;75592789;ARS
2026-01-05T10:48:52.000-04:00;2026-01-05T10:48:53.000-04:00;2026-01-05T10:48:52.000-04:00;140085050227;bank_transfer;SETTLEMENT;3753241.14;;;cvu;;;121110216254;75592789;ARS
2026-01-05T10:30:55.000-04:00;2026-01-05T10:30:56.000-04:00;2026-01-05T10:30:55.000-04:00;140082358631;bank_transfer;SETTLEMENT;2000000.00;;;cvu;;;121109700428;75592789;ARS
2026-01-05T00:00:42.000-04:00;2026-01-05T00:00:42.000-04:00;;1738038302018;;SETTLEMENT;3361.88;;;;;;;75592789;ARS
2026-01-04T13:09:09.000-04:00;2026-01-04T13:09:09.000-04:00;2026-01-04T13:09:09.000-04:00;140631016624;available_money;SETTLEMENT;-8180.00;;;available_money;;;;75592789;ARS
2026-01-04T12:21:49.000-04:00;2026-01-04T12:21:49.000-04:00;2026-01-04T12:21:49.000-04:00;139976905169;available_money;SETTLEMENT;-4850.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-04T12:03:37.000-04:00;2026-01-04T12:03:37.000-04:00;2026-01-04T12:03:37.000-04:00;140624519322;available_money;SETTLEMENT;-18600.00;;;available_money;;;;75592789;ARS
2026-01-04T12:02:18.000-04:00;2026-01-04T12:02:19.000-04:00;2026-01-04T12:02:19.000-04:00;140624419004;available_money;SETTLEMENT;-43572.00;;;available_money;;;;75592789;ARS
2026-01-04T11:59:36.000-04:00;2026-01-04T11:59:36.000-04:00;2026-01-04T11:59:36.000-04:00;140624208158;available_money;SETTLEMENT;-84051.00;;;available_money;;;;75592789;ARS
2026-01-04T11:58:57.000-04:00;2026-01-04T11:58:57.000-04:00;2026-01-04T11:58:57.000-04:00;139974499547;available_money;SETTLEMENT;-7100.00;;;available_money;;;;75592789;ARS
2026-01-03T19:36:05.000-04:00;2026-01-03T19:36:06.000-04:00;2026-01-03T19:36:06.000-04:00;140568304440;available_money;SETTLEMENT;-3623.85;Mercado Pago;QR;available_money;;;;75592789;ARS
2025-12-31T16:20:48.000-04:00;2026-01-03T00:01:30.000-04:00;2026-01-03T00:01:30.000-04:00;139580393535;available_money;SETTLEMENT;-14535.45;;;available_money;iibb_caba;;;75592789;ARS
2025-12-31T20:24:36.000-04:00;2026-01-02T23:04:05.000-04:00;2026-01-02T23:04:05.000-04:00;140257848336;available_money;SETTLEMENT;-1440.45;;;available_money;iibb_caba;;;75592789;ARS
2026-01-02T19:57:15.000-04:00;2026-01-02T19:57:15.000-04:00;2026-01-02T19:57:15.000-04:00;140456362894;available_money;SETTLEMENT;-98626.83;;;available_money;;;;75592789;ARS
2026-01-02T19:55:25.000-04:00;2026-01-02T19:55:26.000-04:00;2026-01-02T19:55:26.000-04:00;140456128572;available_money;SETTLEMENT;-17602.05;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-02T16:56:14.000-04:00;2026-01-02T16:56:15.000-04:00;2026-01-02T16:56:15.000-04:00;140431734942;bank_transfer;SETTLEMENT;900000.00;;;cvu;;;121051532218;75592789;ARS
2026-01-02T15:35:48.000-04:00;2026-01-02T15:35:49.000-04:00;2026-01-30T15:35:49.000-04:00;139772945783;available_money;SETTLEMENT;-232640.00;Mercado Libre;;available_money;;;;75592789;ARS
2026-01-02T15:29:40.000-04:00;2026-01-02T15:29:41.000-04:00;2026-01-30T15:29:41.000-04:00;140421191990;available_money;SETTLEMENT;-50523.00;Mercado Libre;;available_money;;;;75592789;ARS
2026-01-02T12:55:11.000-04:00;2026-01-02T12:55:12.000-04:00;2026-01-02T12:55:12.000-04:00;140403520936;available_money;SETTLEMENT;-8037.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-02T12:50:26.000-04:00;2026-01-02T12:50:27.000-04:00;2026-01-02T12:50:27.000-04:00;140403008790;available_money;SETTLEMENT;-4005.00;Mercado Pago;QR;available_money;;;;75592789;ARS
2026-01-02T02:41:10.000-04:00;2026-01-02T02:41:10.000-04:00;;1737986025748;;SETTLEMENT;5330.18;;;;;;;75592789;ARS
2025-12-30T17:17:23.000-04:00;2026-01-01T01:16:42.000-04:00;2026-01-01T01:16:41.000-04:00;139434805053;available_money;SETTLEMENT;-29766.00;;;available_money;;;;75592789;ARS
